Textbox52,CategoryCode,CategoryName,DisplayPrice,TotalCount,SoldCount,AvailCount
"Patagonia & Chilean Fjords Expedition MAG02-CF_2024-25 (Puerto Montt - Ushuaia) 
Start: 9/13/2024 End: 9/21/2024
Vessel: Magellan Explorer",POR,Porthole Cabin,"$6,495.00",4,3.0,1.0
"Patagonia & Chilean Fjords Expedition MAG02-CF_2024-25 (Puerto Montt - Ushuaia) 
Start: 9/13/2024 End: 9/21/2024
Vessel: Magellan Explorer",PORF,Porthole Cabin - Female Share,"$6,495.00",1,0.0,1.0
"Patagonia & Chilean Fjords Expedition MAG02-CF_2024-25 (Puerto Montt - Ushuaia) 
Start: 9/13/2024 End: 9/21/2024
Vessel: Magellan Explorer",PORM,Porthole Cabin - Male Share,"$6,495.00",1,0.0,1.0
"Patagonia & Chilean Fjords Expedition MAG02-CF_2024-25 (Puerto Montt - Ushuaia) 
Start: 9/13/2024 End: 9/21/2024
Vessel: Magellan Explorer",TRP,Triple Suite,"$5,995.00",1,0.0,1.0
"Patagonia & Chilean Fjords Expedition MAG02-CF_2024-25 (Puerto Montt - Ushuaia) 
Start: 9/13/2024 End: 9/21/2024
Vessel: Magellan Explorer",KAY,Sea Kayaking,$495.00,10,2.0,8.0
"Patagonia & Chilean Fjords Expedition MAG29-CF_2024-25 (Ushuaia - Puerto Montt)
Start: 3/31/2025 End: 4/8/2025
Vessel: Magellan Explorer",SGL,Single Veranda Cabin,"$8,995.00",1,1.0,0.0
"Patagonia & Chilean Fjords Expedition MAG29-CF_2024-25 (Ushuaia - Puerto Montt)
Start: 3/31/2025 End: 4/8/2025
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$8,995.00",3,2.0,1.0
"Patagonia & Chilean Fjords Expedition MAG29-CF_2024-25 (Ushuaia - Puerto Montt)
Start: 3/31/2025 End: 4/8/2025
Vessel: Magellan Explorer",SUT,Suite,"$8,995.00",1,0.0,1.0
"Patagonia & Chilean Fjords Expedition MAG29-CF_2024-25 (Ushuaia - Puerto Montt)
Start: 3/31/2025 End: 4/8/2025
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$7,495.00",24,14.0,10.0
"Patagonia & Chilean Fjords Expedition MAG29-CF_2024-25 (Ushuaia - Puerto Montt)
Start: 3/31/2025 End: 4/8/2025
Vessel: Magellan Explorer",VER,Veranda Cabin,"$6,995.00",8,6.0,2.0
"Patagonia & Chilean Fjords Expedition MAG29-CF_2024-25 (Ushuaia - Puerto Montt)
Start: 3/31/2025 End: 4/8/2025
Vessel: Magellan Explorer",VERF,Veranda Cabin - Female Share,"$6,995.00",1,0.0,1.0
"Patagonia & Chilean Fjords Expedition MAG29-CF_2024-25 (Ushuaia - Puerto Montt)
Start: 3/31/2025 End: 4/8/2025
Vessel: Magellan Explorer",VERM,Veranda Cabin - Male Share,"$6,995.00",1,0.5,0.5
"Patagonia & Chilean Fjords Expedition MAG29-CF_2024-25 (Ushuaia - Puerto Montt)
Start: 3/31/2025 End: 4/8/2025
Vessel: Magellan Explorer",POR,Porthole Cabin,"$6,495.00",5,5.0,0.0
"Patagonia & Chilean Fjords Expedition MAG29-CF_2024-25 (Ushuaia - Puerto Montt)
Start: 3/31/2025 End: 4/8/2025
Vessel: Magellan Explorer",PORF,Porthole Cabin - Female Share,"$6,495.00",1,0.0,1.0
"Patagonia & Chilean Fjords Expedition MAG29-CF_2024-25 (Ushuaia - Puerto Montt)
Start: 3/31/2025 End: 4/8/2025
Vessel: Magellan Explorer",TRP,Triple Suite,"$5,995.00",1,0.0,1.0
"Patagonia & Chilean Fjords Expedition MAG29-CF_2024-25 (Ushuaia - Puerto Montt)
Start: 3/31/2025 End: 4/8/2025
Vessel: Magellan Explorer",KAY,Sea Kayaking,$495.00,10,3.0,7.0
"Polar Circle Air-Cruise MAG17-PC_2023-24
Start: 1/24/2024 End: 2/2/2024
Vessel: Magellan Explorer",SGL,Single Veranda Cabin,"$34,995.00",1,1.0,0.0
"Polar Circle Air-Cruise MAG17-PC_2023-24
Start: 1/24/2024 End: 2/2/2024
Vessel: Magellan Explorer",GRA,Grand Suite,"$34,995.00",7,7.0,0.0
"Polar Circle Air-Cruise MAG17-PC_2023-24
Start: 1/24/2024 End: 2/2/2024
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$29,995.00",3,3.0,0.0
"Polar Circle Air-Cruise MAG17-PC_2023-24
Start: 1/24/2024 End: 2/2/2024
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$25,995.00",12,12.0,0.0
"Polar Circle Air-Cruise MAG17-PC_2023-24
Start: 1/24/2024 End: 2/2/2024
Vessel: Magellan Explorer",VER,Veranda Cabin,"$24,995.00",9,9.0,0.0
"Polar Circle Air-Cruise MAG17-PC_2023-24
Start: 1/24/2024 End: 2/2/2024
Vessel: Magellan Explorer",VERM,Veranda Cabin - Male Share,"$24,995.00",1,1.0,0.0
"Polar Circle Air-Cruise MAG17-PC_2023-24
Start: 1/24/2024 End: 2/2/2024
Vessel: Magellan Explorer",POR,Porthole Cabin,"$21,395.00",4,4.0,0.0
"Polar Circle Air-Cruise MAG17-PC_2023-24
Start: 1/24/2024 End: 2/2/2024
Vessel: Magellan Explorer",TRP,Triple Suite,"$19,995.00",1,1.0,0.0
"Polar Circle Air-Cruise MAG17-PC_2023-24
Start: 1/24/2024 End: 2/2/2024
Vessel: Magellan Explorer",KAY,Sea Kayaking,$995.00,10,10.0,0.0
"Polar Circle Air-Cruise MAG19-PC_2024-25
Start: 1/24/2025 End: 2/2/2025
Vessel: Magellan Explorer",SGL,Single Veranda Cabin,"$36,495.00",3,0.0,3.0
"Polar Circle Air-Cruise MAG19-PC_2024-25
Start: 1/24/2025 End: 2/2/2025
Vessel: Magellan Explorer",PEN,Penthouse Suite,"$36,495.00",3,3.0,0.0
"Polar Circle Air-Cruise MAG19-PC_2024-25
Start: 1/24/2025 End: 2/2/2025
Vessel: Magellan Explorer",SUITE,Suite,"$32,995.00",5,5.0,0.0
"Polar Circle Air-Cruise MAG19-PC_2024-25
Start: 1/24/2025 End: 2/2/2025
Vessel: Magellan Explorer",DEL,Deluxe Veranda Cabin,"$29,795.00",16,13.0,3.0
"Polar Circle Air-Cruise MAG19-PC_2024-25
Start: 1/24/2025 End: 2/2/2025
Vessel: Magellan Explorer",VER,Veranda Cabin,"$26,995.00",7,7.0,0.0
"Polar Circle Air-Cruise MAG19-PC_2024-25
Start: 1/24/2025 End: 2/2/2025
Vessel: Magellan Explorer",VERM,Veranda Cabin - Male Share,"$26,995.00",1,0.0,1.0
"Polar Circle Air-Cruise MAG19-PC_2024-25
Start: 1/24/2025 End: 2/2/2025
Vessel: Magellan Explorer",POR,Porthole Cabin,"$22,795.00",1,1.0,0.0
"Polar Circle Air-Cruise MAG19-PC_2024-25
Start: 1/24/2025 End: 2/2/2025
Vessel: Magellan Explorer",PORF,Porthole Cabin - Female Share,"$22,795.00",1,0.0,1.0
"Polar Circle Air-Cruise MAG19-PC_2024-25
Start: 1/24/2025 End: 2/2/2025
Vessel: Magellan Explorer",PORM,Porthole Cabin - Male Share,"$22,795.00",1,0.0,1.0
"Polar Circle Air-Cruise MAG19-PC_2024-25
Start: 1/24/2025 End: 2/2/2025
Vessel: Magellan Explorer",TRP,Triple Suite,"$24,995.00",1,1.0,0.0
"Polar Circle Air-Cruise MAG19-PC_2024-25
Start: 1/24/2025 End: 2/2/2025
Vessel: Magellan Explorer",KAY,Sea Kayaking,$995.00,10,10.0,0.0
"Polar Circle Air-Cruise OCN10-PC_2023-24
Start: 1/1/2024 End: 1/10/2024
Vessel: Ocean Nova",SGL,Single Cabin,"$26,395.00",4,4.0,0.0
"Polar Circle Air-Cruise OCN10-PC_2023-24
Start: 1/1/2024 End: 1/10/2024
Vessel: Ocean Nova",TWN,Twin Cabin,"$18,495.00",25,23.0,2.0
"Polar Circle Air-Cruise OCN10-PC_2023-24
Start: 1/1/2024 End: 1/10/2024
Vessel: Ocean Nova",TWNF,Twin Cabin - Female Share,"$18,495.00",1,0.5,0.5
"Polar Circle Air-Cruise OCN10-PC_2023-24
Start: 1/1/2024 End: 1/10/2024
Vessel: Ocean Nova",TWNM,Twin Cabin - Male Share,"$18,495.00",1,1.0,0.0
"Polar Circle Air-Cruise OCN10-PC_2023-24
Start: 1/1/2024 End: 1/10/2024
Vessel: Ocean Nova",TRP,Triple Cabin,"$15,995.00",3,3.0,0.0
"Polar Circle Air-Cruise OCN10-PC_2023-24
Start: 1/1/2024 End: 1/10/2024
Vessel: Ocean Nova",KAY,Sea Kayaking,$895.00,10,10.0,0.0
"Polar Circle Air-Cruise OCN10-PC_2024-25
Start: 1/1/2025 End: 1/10/2025
Vessel: Ocean Nova",SGL,Single Cabin,"$26,395.00",4,2.0,2.0
"Polar Circle Air-Cruise OCN10-PC_2024-25
Start: 1/1/2025 End: 1/10/2025
Vessel: Ocean Nova",TWN,Twin Cabin,"$18,795.00",23,6.0,17.0
"Polar Circle Air-Cruise OCN10-PC_2024-25
Start: 1/1/2025 End: 1/10/2025
Vessel: Ocean Nova",TWNF,Twin Cabin - Female Share,"$18,795.00",2,0.5,1.5
"Polar Circle Air-Cruise OCN10-PC_2024-25
Start: 1/1/2025 End: 1/10/2025
Vessel: Ocean Nova",TWNM,Twin Cabin - Male Share,"$18,795.00",2,0.0,2.0
"Polar Circle Air-Cruise OCN10-PC_2024-25
Start: 1/1/2025 End: 1/10/2025
Vessel: Ocean Nova",TRP,Triple Cabin,"$15,995.00",3,0.0,3.0
"Polar Circle Air-Cruise OCN10-PC_2024-25
Start: 1/1/2025 End: 1/10/2025
Vessel: Ocean Nova",KAY,Sea Kayaking,$895.00,10,2.0,8.0
"Polar Circle Air-Cruise OCN18-PC_2023-24
Start: 2/16/2024 End: 2/25/2024
Vessel: Ocean Nova",SGL,Single Cabin,"$26,395.00",4,3.0,1.0
"Polar Circle Air-Cruise OCN18-PC_2023-24
Start: 2/16/2024 End: 2/25/2024
Vessel: Ocean Nova",TWN,Twin Cabin,"$18,495.00",24,19.0,5.0
"Polar Circle Air-Cruise OCN18-PC_2023-24
Start: 2/16/2024 End: 2/25/2024
Vessel: Ocean Nova",TWNF,Twin Cabin - Female Share,"$18,495.00",1,1.0,0.0
"Polar Circle Air-Cruise OCN18-PC_2023-24
Start: 2/16/2024 End: 2/25/2024
Vessel: Ocean Nova",TWNM,Twin Cabin - Male Share,"$18,495.00",2,1.5,0.5
"Polar Circle Air-Cruise OCN18-PC_2023-24
Start: 2/16/2024 End: 2/25/2024
Vessel: Ocean Nova",TRP,Triple Cabin,"$15,995.00",3,2.0,1.0
"Polar Circle Air-Cruise OCN18-PC_2023-24
Start: 2/16/2024 End: 2/25/2024
Vessel: Ocean Nova",KAY,Sea Kayaking,$895.00,10,10.0,0.0
"Polar Circle Air-Cruise OCN18-PC_2024-25
Start: 2/16/2025 End: 2/25/2025
Vessel: Ocean Nova",SGL,Single Cabin,"$26,395.00",4,2.0,2.0
"Polar Circle Air-Cruise OCN18-PC_2024-25
Start: 2/16/2025 End: 2/25/2025
Vessel: Ocean Nova",TWN,Twin Cabin,"$18,795.00",23,9.0,14.0
"Polar Circle Air-Cruise OCN18-PC_2024-25
Start: 2/16/2025 End: 2/25/2025
Vessel: Ocean Nova",TWNF,Twin Cabin - Female Share,"$18,795.00",2,0.0,2.0
"Polar Circle Air-Cruise OCN18-PC_2024-25
Start: 2/16/2025 End: 2/25/2025
Vessel: Ocean Nova",TWNM,Twin Cabin - Male Share,"$18,795.00",2,0.5,1.5
"Polar Circle Air-Cruise OCN18-PC_2024-25
Start: 2/16/2025 End: 2/25/2025
Vessel: Ocean Nova",TRP,Triple Cabin,"$15,995.00",3,0.0,3.0
"Polar Circle Air-Cruise OCN18-PC_2024-25
Start: 2/16/2025 End: 2/25/2025
Vessel: Ocean Nova",KAY,Sea Kayaking,$895.00,10,0.0,10.0

